Offer,Description,Coupon Code,Eligible Credit Cards,Eligible Debit Cards,Net Banking,UPI,Non-Payments-Offers
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,PNB RuPay Platinum Credit Card (RuPay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,PNB Rupay Select Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Poonawalla Fincorp IndusInd Bank eLITE RuPay Credit Card (RuPay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,PSB SimplySAVE SBI Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,PVR Inox Kotak Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,RBL Bank Novio RuPay Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,RBL Bank Patanjali Swarn RuPay Card (RuPay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,RBL Bank Patanjali Vishisht RuPay Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,RBL Bank SalarySe Up RuPay Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,RBL Bank Shoprite Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,RBL Bank VCard (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Reliance SBI Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Reliance SBI Card Prime (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,SBI Card Elite (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,SBI Card Miles (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,SBM Credilio Secured Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,SBM Gild Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,SBM Kredit.Pe Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,SBM Paisabazaar Step-Up Credit Card (RuPay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,SBM Rupicard Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Shaurya SBI Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Shaurya Select SBI Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Shoppers Stop HDFC Bank Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,SimplySave SBI Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Snapdeal Bobcard (RuPay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,South Indian Bank Simplysave SBI Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Swavlamban Bobcard (RuPay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Tata Neu Infinity HDFC Bank Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Tata Neu Infinity SBI Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Tata Neu Plus HDFC Bank Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Tata Neu Plus SBI Card (RuPay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,TVS Credit RBL Bank Card (RuPay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,TVS Credit RBL Bank Gold Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,UCO Bank SBI Card Elite (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,UCO Bank SimplySAVE SBI Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,UNI Carbon Credit Card. (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Union Bank of India Rupay Select Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Union Bank Rupay Platinum Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Yatra SBI Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Yes Bank Anq Pi Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,Yes Bank Card Anq Phi Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,YES Bank Paisabazaar Paisasave Credit Card (Rupay),,,Paytm UPI,
Up to Rs. 300 Cashback using RuPay Credit Cards on Paytm UPI,Applicable only on transactions using RuPay Credit Cards on UPI on Paytm; Minimum Cashback Rs. 20 per transaction; Total value of eligible items must be Rs. 600 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of transaction and redemption of scratch card on Paytm app; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMRUPAYCC,YES Bank Rio Rupay Credit Card (Rupay),,,Paytm UPI,
Flat Rs. 20 OFF + Upto Rs. 50 Cashback using MobiKwik UPI,Offer is applicable on orders worth Rs. 399 or more; Flat Rs. 50 cashback is valid for the first-ever transaction on MobiKwik UPI (@ikwik or @mbkns handle) and is valid once per user; Offer can be availed twice per user during the offer period (Feb 01 Rs.  Feb 28); Applicable only on transactions using MobiKwik UPI; Cashback can be claimed through a scratch card on the MobiKwik app in the rewards section and will be valid for 7 days; This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,MBKUPI,,,,Mobikwik UPI,
Assured Rs. 15 Cashback using Amazon Pay Balance,Applicable only on transactions using Amazon Pay Balance; Minimum assured cashback Rs. 15; Total value of items must be Rs. 299 or more; Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Registered phone number on Amazon and on Blinkit should be the same; Claim cashback through scratch card on the Amazon app (rewards section); Offer is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,AMAZONPAY15,,,,Amazon Pay UPI,
Up to Rs. 200 Cashback using Paytm UPI,Applicable only on payments made using Paytm UPI; Earn gold coins on every Paytm UPI payment; Total value of items must be Rs. 199 or more (Minimum assured cashback Rs. 4); Offer can be availed once during the offer period (Feb 01 Rs.  Feb 28); Cashback credited upon redemption of scratch card issued on completion of payment; Scratch card valid for 2 days after issuance; Cashback credited in UPI linked account; Offer is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,PAYTMUPI,,,,Paytm UPI,
Assured Rs. 20 Cashback using MobiKwik Wallet,Cashback can be claimed through a scratch card on the MobiKwik app in the rewards section; Total value of items must be Rs. 399 or more; Offer can be availed thrice during the offer period (Feb 01 Rs.  Feb 28); Assured cashback of Rs. 20 credited into MobiKwik wallet; Scratch card valid for 7 days; Cashback credited to KYC users instantly; Offer is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,MBKFEST,,,,Mobikwik UPI,
Get 5% OFF using AU Bank Credit Cards (max Rs. 30),Applicable only on transactions using AU Bank Credit Cards; Maximum Discount Rs. 30; Total value of items must be Rs. 500 or more; Offer can be availed once during the offer period (Feb 01 Rs.  Feb 28); Offer is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,AUCC30,AU Bank Zenith+ Credit Card,,,,
Get 5% OFF using AU Bank Credit Cards (max Rs. 30),Applicable only on transactions using AU Bank Credit Cards; Maximum Discount Rs. 30; Total value of items must be Rs. 500 or more; Offer can be availed once during the offer period (Feb 01 Rs.  Feb 28); Offer is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,AUCC30,AU Altura Credit Card,,,,
Get 5% OFF using AU Bank Credit Cards (max Rs. 30),Applicable only on transactions using AU Bank Credit Cards; Maximum Discount Rs. 30; Total value of items must be Rs. 500 or more; Offer can be availed once during the offer period (Feb 01 Rs.  Feb 28); Offer is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,AUCC30,AU Zenith Credit Card,,,,
Get 5% OFF using AU Bank Credit Cards (max Rs. 30),Applicable only on transactions using AU Bank Credit Cards; Maximum Discount Rs. 30; Total value of items must be Rs. 500 or more; Offer can be availed once during the offer period (Feb 01 Rs.  Feb 28); Offer is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,AUCC30,AU LIT Credit Card,,,,
Get 5% OFF using AU Bank Credit Cards (max Rs. 30),Applicable only on transactions using AU Bank Credit Cards; Maximum Discount Rs. 30; Total value of items must be Rs. 500 or more; Offer can be availed once during the offer period (Feb 01 Rs.  Feb 28); Offer is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,AUCC30,Ixigo AU Travel Credit Card,,,,
