Offer,Terms and Conditions,Link,Eligible Credit Cards,Eligible Debit Cards,Net Banking,UPI,Non-Payments-Offers
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Airtel Axis Bank Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Bank Ace Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Bank Atlas Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Bank Aura Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Bank Freecharge Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Bank Freecharge Plus Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Bank Horizon Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Bank Magnus Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Bank Miles And More World Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Bank Miles And More World Select Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Bank My Wings Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Bank MY Zone Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Bank Neo Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Bank Platinum Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Bank Pride Platinum Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Bank Pride Signature Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Bank Privilege Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Bank Privilege Easy Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Bank Reserve Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Bank Rewards Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Bank Select Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Bank Shoppers Stop Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Bank Signature Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Bank SpiceJet Voyage Black Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Bank Titanium Smart Traveller Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Bank Vistara Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Bank Vistara Infinite Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Bank Vistara Signature Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis Insta Easy Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Axis KWIK Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Fibe Axis Bank Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Flipkart Axis Bank Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Flipkart Axis Bank Superelite Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,IndianOil Axis Bank Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,LIC Axis Bank Platinum Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,LIC Axis Bank Signature Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Samsung Axis Bank Infinite Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Samsung Axis Bank Signature Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Spicejet Axis Bank Voyage Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Aditya Birla SBI Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Aditya Birla SBI Card Select,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Air India SBI Platinum Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Air India SBI Signature Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Apollo SBI Card Select,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,BPCL SBI Card Octane,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,BPCL SBI Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Cashback SBI Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Central Bank of India SBI Elite Credit Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Central Bank of India SBI Prime Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,City Union Bank SBI Card Prime,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Club Vistara SBI Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Club Vistara SBI Card Prime,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Doctor's SBI Card,,,,
"TV Offer: 7.5% Instant Bank Discount up to ?4,000 on HDFC/ICICI/AXIS/SBI Credit Cards (selected TVs)","Selected TV offer: 7.5% instant bank discount up to ?4,000 on HDFC/ICICI/Axis/SBI credit cards (Non-EMI). Valid 01 Feb 2026 to 31 Mar 2026. Max discount up to ?10,000 (overall cap as per T&C). Offer cannot be clubbed with other cashback/discount offers; customer must choose the offer at payment page.",https://www.reliancedigital.in/page/ibd-offer-on-tv-tc-2602,Etihad Guest Premier SBI Card,,,,
